city,temperature,humidity,weather_main,weather_description,wind_speed,api_timestamp,ingestion_timestamp,processing_timestamp
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:43:46.000000 UTC,2026-03-02 20:55:26.296261 UTC,2026-03-02 19:55:26.299140 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:50:02.000000 UTC,2026-03-02 20:55:27.252132 UTC,2026-03-02 19:55:27.255195 UTC
Wroclaw,6.44,80,Clouds,overcast clouds,2.54,2026-03-02 20:43:54.000000 UTC,2026-03-02 20:55:28.203477 UTC,2026-03-02 19:55:28.206351 UTC
Poznan,4.9,84,Clear,clear sky,1.03,2026-03-02 20:45:02.000000 UTC,2026-03-02 20:55:29.163508 UTC,2026-03-02 19:55:29.166066 UTC
Gdansk,6.51,77,Clouds,broken clouds,1.54,2026-03-02 20:48:33.000000 UTC,2026-03-02 20:55:30.107127 UTC,2026-03-02 19:55:30.110362 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.68,2026-03-02 20:48:19.000000 UTC,2026-03-02 20:55:31.052303 UTC,2026-03-02 19:55:31.055101 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:47:07.000000 UTC,2026-03-02 20:55:32.006105 UTC,2026-03-02 19:55:32.008961 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:47:01.000000 UTC,2026-03-02 20:55:32.949327 UTC,2026-03-02 19:55:32.952395 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 20:44:48.000000 UTC,2026-03-02 20:55:33.884765 UTC,2026-03-02 19:55:33.887235 UTC
Warsaw,7.19,62,Clear,clear sky,2.57,2026-03-02 20:51:57.000000 UTC,2026-03-02 20:56:34.828888 UTC,2026-03-02 19:56:34.832148 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:43:46.000000 UTC,2026-03-02 20:56:35.768044 UTC,2026-03-02 19:56:35.770793 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:50:02.000000 UTC,2026-03-02 20:56:36.710561 UTC,2026-03-02 19:56:36.713125 UTC
Wroclaw,6.44,80,Clouds,overcast clouds,2.54,2026-03-02 20:43:54.000000 UTC,2026-03-02 20:56:37.653030 UTC,2026-03-02 19:56:37.655695 UTC
Poznan,4.9,84,Clear,clear sky,1.03,2026-03-02 20:45:02.000000 UTC,2026-03-02 20:56:38.611937 UTC,2026-03-02 19:56:38.614722 UTC
Gdansk,6.51,77,Clouds,broken clouds,1.54,2026-03-02 20:48:33.000000 UTC,2026-03-02 20:56:39.576706 UTC,2026-03-02 19:56:39.579321 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.68,2026-03-02 20:48:19.000000 UTC,2026-03-02 20:56:40.534740 UTC,2026-03-02 19:56:40.537668 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:47:07.000000 UTC,2026-03-02 20:56:41.486556 UTC,2026-03-02 19:56:41.489162 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:47:01.000000 UTC,2026-03-02 20:56:42.440312 UTC,2026-03-02 19:56:42.442687 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 20:44:48.000000 UTC,2026-03-02 20:56:43.378710 UTC,2026-03-02 19:56:43.381439 UTC
Warsaw,7.63,64,Clear,clear sky,2.57,2026-03-02 20:46:41.000000 UTC,2026-03-02 20:57:45.120577 UTC,2026-03-02 19:57:45.126520 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:53:09.000000 UTC,2026-03-02 20:57:46.873523 UTC,2026-03-02 19:57:46.880318 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:55:17.000000 UTC,2026-03-02 20:57:48.655162 UTC,2026-03-02 19:57:48.662809 UTC
Wroclaw,6.92,73,Clouds,overcast clouds,2.68,2026-03-02 20:53:57.000000 UTC,2026-03-02 20:57:50.575965 UTC,2026-03-02 19:57:50.583248 UTC
Poznan,8.12,65,Clear,clear sky,1.03,2026-03-02 20:57:27.000000 UTC,2026-03-02 20:57:52.349989 UTC,2026-03-02 19:57:52.358238 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.54,2026-03-02 20:54:37.000000 UTC,2026-03-02 20:57:54.079168 UTC,2026-03-02 19:57:54.085888 UTC
Szczecin,6.88,82,Clouds,overcast clouds,2.68,2026-03-02 20:55:01.000000 UTC,2026-03-02 20:57:55.824418 UTC,2026-03-02 19:57:55.831150 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:57:57.000000 UTC,2026-03-02 20:57:57.443510 UTC,2026-03-02 19:57:57.448972 UTC
Lublin,5.14,89,Clouds,few clouds,5.81,2026-03-02 20:55:23.000000 UTC,2026-03-02 20:57:59.269969 UTC,2026-03-02 19:57:59.277528 UTC
Bialystok,6.09,70,Clouds,overcast clouds,2.68,2026-03-02 20:54:02.000000 UTC,2026-03-02 20:58:01.120221 UTC,2026-03-02 19:58:01.128261 UTC
Warsaw,7.63,64,Clear,clear sky,2.57,2026-03-02 20:46:41.000000 UTC,2026-03-02 20:59:02.919893 UTC,2026-03-02 19:59:02.928565 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:53:09.000000 UTC,2026-03-02 20:59:04.722845 UTC,2026-03-02 19:59:04.730333 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:55:17.000000 UTC,2026-03-02 20:59:06.460744 UTC,2026-03-02 19:59:06.471068 UTC
Wroclaw,6.92,73,Clouds,overcast clouds,2.68,2026-03-02 20:53:57.000000 UTC,2026-03-02 20:59:08.236829 UTC,2026-03-02 19:59:08.243145 UTC
Poznan,8.12,65,Clear,clear sky,1.03,2026-03-02 20:57:27.000000 UTC,2026-03-02 20:59:09.932614 UTC,2026-03-02 19:59:09.940702 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.54,2026-03-02 20:54:37.000000 UTC,2026-03-02 20:59:11.783542 UTC,2026-03-02 19:59:11.791310 UTC
Szczecin,6.88,82,Clouds,overcast clouds,2.68,2026-03-02 20:55:01.000000 UTC,2026-03-02 20:59:13.542769 UTC,2026-03-02 19:59:13.550099 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:57:57.000000 UTC,2026-03-02 20:59:15.300598 UTC,2026-03-02 19:59:15.307983 UTC
Lublin,5.14,89,Clouds,few clouds,5.81,2026-03-02 20:55:23.000000 UTC,2026-03-02 20:59:17.069973 UTC,2026-03-02 19:59:17.077928 UTC
Bialystok,6.09,70,Clouds,overcast clouds,2.68,2026-03-02 20:54:02.000000 UTC,2026-03-02 20:59:18.889242 UTC,2026-03-02 19:59:18.896532 UTC
Warsaw,7.12,62,Clear,clear sky,2.57,2026-03-02 21:00:09.000000 UTC,2026-03-02 21:00:20.542497 UTC,2026-03-02 20:00:20.548102 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:53:09.000000 UTC,2026-03-02 21:00:22.416857 UTC,2026-03-02 20:00:22.423575 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:55:17.000000 UTC,2026-03-02 21:00:24.345687 UTC,2026-03-02 20:00:24.351698 UTC
Wroclaw,6.92,73,Clouds,overcast clouds,2.68,2026-03-02 20:53:57.000000 UTC,2026-03-02 21:00:26.249138 UTC,2026-03-02 20:00:26.256388 UTC
Poznan,8.12,65,Clear,clear sky,1.03,2026-03-02 20:57:27.000000 UTC,2026-03-02 21:00:28.192258 UTC,2026-03-02 20:00:28.199534 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.54,2026-03-02 20:54:37.000000 UTC,2026-03-02 21:00:29.986029 UTC,2026-03-02 20:00:29.993189 UTC
Szczecin,6.88,82,Clouds,overcast clouds,2.68,2026-03-02 20:55:01.000000 UTC,2026-03-02 21:00:31.767968 UTC,2026-03-02 20:00:31.774864 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:57:57.000000 UTC,2026-03-02 21:00:33.588659 UTC,2026-03-02 20:00:33.592769 UTC
Lublin,5.14,89,Clouds,few clouds,5.81,2026-03-02 20:55:23.000000 UTC,2026-03-02 21:00:35.388761 UTC,2026-03-02 20:00:35.395184 UTC
Bialystok,6.09,70,Clouds,overcast clouds,2.68,2026-03-02 20:54:02.000000 UTC,2026-03-02 21:00:37.227620 UTC,2026-03-02 20:00:37.233959 UTC
Warsaw,7.12,62,Clear,clear sky,2.57,2026-03-02 21:00:09.000000 UTC,2026-03-02 21:01:38.380689 UTC,2026-03-02 20:01:38.388380 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:53:09.000000 UTC,2026-03-02 21:01:39.539605 UTC,2026-03-02 20:01:39.547047 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:55:17.000000 UTC,2026-03-02 21:01:40.684145 UTC,2026-03-02 20:01:40.691256 UTC
Wroclaw,6.92,73,Clouds,overcast clouds,2.68,2026-03-02 20:53:57.000000 UTC,2026-03-02 21:01:41.839880 UTC,2026-03-02 20:01:41.847758 UTC
Poznan,8.12,65,Clear,clear sky,1.03,2026-03-02 20:57:27.000000 UTC,2026-03-02 21:01:43.119751 UTC,2026-03-02 20:01:43.127403 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.54,2026-03-02 20:54:37.000000 UTC,2026-03-02 21:01:45.258155 UTC,2026-03-02 20:01:45.266845 UTC
Szczecin,6.88,82,Clouds,overcast clouds,2.68,2026-03-02 20:55:01.000000 UTC,2026-03-02 21:01:46.991868 UTC,2026-03-02 20:01:46.996659 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:57:57.000000 UTC,2026-03-02 21:01:48.781935 UTC,2026-03-02 20:01:48.789489 UTC
Lublin,5.14,89,Clouds,few clouds,5.81,2026-03-02 20:55:23.000000 UTC,2026-03-02 21:01:50.630091 UTC,2026-03-02 20:01:50.636296 UTC
Bialystok,6.09,70,Clouds,overcast clouds,2.68,2026-03-02 20:54:02.000000 UTC,2026-03-02 21:01:52.431745 UTC,2026-03-02 20:01:52.440384 UTC
Warsaw,7.12,62,Clear,clear sky,2.57,2026-03-02 21:00:09.000000 UTC,2026-03-02 21:02:54.154112 UTC,2026-03-02 20:02:54.160333 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:53:09.000000 UTC,2026-03-02 21:02:55.993389 UTC,2026-03-02 20:02:55.999976 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:55:17.000000 UTC,2026-03-02 21:02:57.829391 UTC,2026-03-02 20:02:57.837967 UTC
Wroclaw,6.92,73,Clouds,overcast clouds,2.68,2026-03-02 20:53:57.000000 UTC,2026-03-02 21:02:59.578359 UTC,2026-03-02 20:02:59.584169 UTC
Poznan,8.12,65,Clear,clear sky,1.03,2026-03-02 20:57:27.000000 UTC,2026-03-02 21:03:01.389443 UTC,2026-03-02 20:03:01.398200 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.54,2026-03-02 20:54:37.000000 UTC,2026-03-02 21:03:03.248955 UTC,2026-03-02 20:03:03.256163 UTC
Szczecin,6.88,82,Clouds,overcast clouds,2.68,2026-03-02 20:55:01.000000 UTC,2026-03-02 21:03:05.040435 UTC,2026-03-02 20:03:05.048014 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:57:57.000000 UTC,2026-03-02 21:03:06.981949 UTC,2026-03-02 20:03:06.989667 UTC
Lublin,5.14,89,Clouds,few clouds,5.81,2026-03-02 20:55:23.000000 UTC,2026-03-02 21:03:08.894649 UTC,2026-03-02 20:03:08.903527 UTC
Bialystok,6.09,70,Clouds,overcast clouds,2.68,2026-03-02 20:54:02.000000 UTC,2026-03-02 21:03:10.693529 UTC,2026-03-02 20:03:10.699119 UTC
Warsaw,7.12,62,Clear,clear sky,2.57,2026-03-02 21:00:09.000000 UTC,2026-03-02 21:04:12.579689 UTC,2026-03-02 20:04:12.587138 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:53:09.000000 UTC,2026-03-02 21:04:14.440513 UTC,2026-03-02 20:04:14.446447 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:55:17.000000 UTC,2026-03-02 21:04:16.262190 UTC,2026-03-02 20:04:16.270110 UTC
Wroclaw,6.92,73,Clouds,overcast clouds,2.68,2026-03-02 20:53:57.000000 UTC,2026-03-02 21:04:18.072409 UTC,2026-03-02 20:04:18.078358 UTC
Poznan,8.12,65,Clear,clear sky,1.03,2026-03-02 20:57:27.000000 UTC,2026-03-02 21:04:19.888331 UTC,2026-03-02 20:04:19.895990 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.54,2026-03-02 20:54:37.000000 UTC,2026-03-02 21:04:21.598476 UTC,2026-03-02 20:04:21.602311 UTC
Szczecin,6.88,82,Clouds,overcast clouds,2.68,2026-03-02 20:55:01.000000 UTC,2026-03-02 21:04:23.392841 UTC,2026-03-02 20:04:23.399976 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:57:57.000000 UTC,2026-03-02 21:04:25.234599 UTC,2026-03-02 20:04:25.242689 UTC
Lublin,5.14,89,Clouds,few clouds,5.81,2026-03-02 20:55:23.000000 UTC,2026-03-02 21:04:27.079896 UTC,2026-03-02 20:04:27.087701 UTC
Bialystok,6.09,70,Clouds,overcast clouds,2.68,2026-03-02 20:54:02.000000 UTC,2026-03-02 21:04:28.854318 UTC,2026-03-02 20:04:28.861136 UTC
Warsaw,7.12,62,Clear,clear sky,2.57,2026-03-02 21:00:09.000000 UTC,2026-03-02 21:05:30.646628 UTC,2026-03-02 20:05:30.655191 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:53:09.000000 UTC,2026-03-02 21:05:32.433359 UTC,2026-03-02 20:05:32.438298 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:55:17.000000 UTC,2026-03-02 21:05:34.158520 UTC,2026-03-02 20:05:34.165644 UTC
Wroclaw,6.92,73,Clouds,overcast clouds,2.68,2026-03-02 20:53:57.000000 UTC,2026-03-02 21:05:35.961038 UTC,2026-03-02 20:05:35.968335 UTC
Poznan,8.12,65,Clear,clear sky,1.03,2026-03-02 20:57:27.000000 UTC,2026-03-02 21:05:37.852851 UTC,2026-03-02 20:05:37.860020 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.54,2026-03-02 20:54:37.000000 UTC,2026-03-02 21:05:39.644234 UTC,2026-03-02 20:05:39.651379 UTC
Szczecin,6.88,82,Clouds,overcast clouds,2.68,2026-03-02 20:55:01.000000 UTC,2026-03-02 21:05:41.557337 UTC,2026-03-02 20:05:41.565664 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:57:57.000000 UTC,2026-03-02 21:05:43.360722 UTC,2026-03-02 20:05:43.367727 UTC
Lublin,5.14,89,Clouds,few clouds,5.81,2026-03-02 20:55:23.000000 UTC,2026-03-02 21:05:45.034439 UTC,2026-03-02 20:05:45.039983 UTC
Bialystok,6.09,70,Clouds,overcast clouds,2.68,2026-03-02 20:54:02.000000 UTC,2026-03-02 21:05:46.790331 UTC,2026-03-02 20:05:46.798534 UTC
Warsaw,7.12,62,Clear,clear sky,2.57,2026-03-02 21:00:09.000000 UTC,2026-03-02 21:06:48.648200 UTC,2026-03-02 20:06:48.656696 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:53:09.000000 UTC,2026-03-02 21:06:50.449442 UTC,2026-03-02 20:06:50.456858 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:55:17.000000 UTC,2026-03-02 21:06:52.221382 UTC,2026-03-02 20:06:52.229170 UTC
Wroclaw,6.92,73,Clouds,overcast clouds,2.68,2026-03-02 20:53:57.000000 UTC,2026-03-02 21:06:54.012425 UTC,2026-03-02 20:06:54.020127 UTC
Poznan,8.12,65,Clear,clear sky,1.03,2026-03-02 20:57:27.000000 UTC,2026-03-02 21:06:55.701258 UTC,2026-03-02 20:06:55.706575 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.54,2026-03-02 20:54:37.000000 UTC,2026-03-02 21:06:57.511122 UTC,2026-03-02 20:06:57.517041 UTC
Szczecin,6.88,82,Clouds,overcast clouds,2.68,2026-03-02 20:55:01.000000 UTC,2026-03-02 21:06:59.346769 UTC,2026-03-02 20:06:59.353804 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:57:57.000000 UTC,2026-03-02 21:07:01.155133 UTC,2026-03-02 20:07:01.162176 UTC
Lublin,5.14,89,Clouds,few clouds,5.81,2026-03-02 20:55:23.000000 UTC,2026-03-02 21:07:02.944984 UTC,2026-03-02 20:07:02.952075 UTC
Bialystok,6.09,70,Clouds,overcast clouds,2.68,2026-03-02 20:54:02.000000 UTC,2026-03-02 21:07:04.768600 UTC,2026-03-02 20:07:04.775735 UTC
Warsaw,7.12,62,Clear,clear sky,2.57,2026-03-02 21:00:09.000000 UTC,2026-03-02 21:08:05.921994 UTC,2026-03-02 20:08:05.929372 UTC
Krakow,5.03,35,Clear,clear sky,1.54,2026-03-02 21:03:41.000000 UTC,2026-03-02 21:08:07.047560 UTC,2026-03-02 20:08:07.051567 UTC
Lodz,5.65,68,Clouds,scattered clouds,2.25,2026-03-02 21:05:26.000000 UTC,2026-03-02 21:08:08.202915 UTC,2026-03-02 20:08:08.208502 UTC
Wroclaw,7.03,72,Clouds,overcast clouds,2.24,2026-03-02 21:05:29.000000 UTC,2026-03-02 21:08:09.439038 UTC,2026-03-02 20:08:09.445807 UTC
Poznan,8.92,63,Clouds,scattered clouds,2.15,2026-03-02 21:03:26.000000 UTC,2026-03-02 21:08:10.574393 UTC,2026-03-02 20:08:10.581504 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.03,2026-03-02 21:05:05.000000 UTC,2026-03-02 21:08:11.685523 UTC,2026-03-02 20:08:11.692497 UTC
Szczecin,6.41,83,Clouds,overcast clouds,2.68,2026-03-02 21:05:01.000000 UTC,2026-03-02 21:08:12.880489 UTC,2026-03-02 20:08:12.886146 UTC
Bydgoszcz,5.19,82,Clear,clear sky,1.54,2026-03-02 21:05:00.000000 UTC,2026-03-02 21:08:14.127125 UTC,2026-03-02 20:08:14.133766 UTC
Lublin,5.14,88,Clouds,few clouds,6.71,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:08:15.255808 UTC,2026-03-02 20:08:15.260613 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:08:16.495854 UTC,2026-03-02 20:08:16.502520 UTC
Warsaw,7.12,62,Clear,clear sky,2.57,2026-03-02 21:00:09.000000 UTC,2026-03-02 21:09:18.164250 UTC,2026-03-02 20:09:18.174791 UTC
Krakow,5.03,35,Clear,clear sky,1.54,2026-03-02 21:03:41.000000 UTC,2026-03-02 21:09:20.034850 UTC,2026-03-02 20:09:20.042777 UTC
Lodz,5.65,68,Clouds,scattered clouds,2.25,2026-03-02 21:05:26.000000 UTC,2026-03-02 21:09:21.833768 UTC,2026-03-02 20:09:21.842647 UTC
Wroclaw,7.03,72,Clouds,overcast clouds,2.24,2026-03-02 21:05:29.000000 UTC,2026-03-02 21:09:23.648891 UTC,2026-03-02 20:09:23.655798 UTC
Poznan,8.92,63,Clouds,scattered clouds,2.15,2026-03-02 21:03:26.000000 UTC,2026-03-02 21:09:25.441651 UTC,2026-03-02 20:09:25.449373 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.03,2026-03-02 21:05:05.000000 UTC,2026-03-02 21:09:27.248735 UTC,2026-03-02 20:09:27.256897 UTC
Szczecin,6.41,83,Clouds,overcast clouds,2.68,2026-03-02 21:05:01.000000 UTC,2026-03-02 21:09:29.090879 UTC,2026-03-02 20:09:29.096904 UTC
Bydgoszcz,5.19,82,Clear,clear sky,1.54,2026-03-02 21:05:00.000000 UTC,2026-03-02 21:09:30.817858 UTC,2026-03-02 20:09:30.823690 UTC
Lublin,5.14,88,Clouds,few clouds,6.71,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:09:32.717245 UTC,2026-03-02 20:09:32.722944 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:09:34.641525 UTC,2026-03-02 20:09:34.647160 UTC
Warsaw,6.94,63,Clear,clear sky,2.06,2026-03-02 21:07:06.000000 UTC,2026-03-02 21:10:36.439572 UTC,2026-03-02 20:10:36.447589 UTC
Krakow,5.03,35,Clear,clear sky,1.54,2026-03-02 21:03:41.000000 UTC,2026-03-02 21:10:38.315370 UTC,2026-03-02 20:10:38.325075 UTC
Lodz,5.65,68,Clouds,scattered clouds,2.25,2026-03-02 21:05:26.000000 UTC,2026-03-02 21:10:40.127288 UTC,2026-03-02 20:10:40.134435 UTC
Wroclaw,7.03,72,Clouds,overcast clouds,2.24,2026-03-02 21:05:29.000000 UTC,2026-03-02 21:10:41.881277 UTC,2026-03-02 20:10:41.886509 UTC
Poznan,8.92,63,Clouds,scattered clouds,2.15,2026-03-02 21:03:26.000000 UTC,2026-03-02 21:10:43.674355 UTC,2026-03-02 20:10:43.682488 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.03,2026-03-02 21:05:05.000000 UTC,2026-03-02 21:10:45.471576 UTC,2026-03-02 20:10:45.477190 UTC
Szczecin,6.41,83,Clouds,overcast clouds,2.68,2026-03-02 21:05:01.000000 UTC,2026-03-02 21:10:47.333934 UTC,2026-03-02 20:10:47.341359 UTC
Bydgoszcz,5.19,82,Clear,clear sky,1.54,2026-03-02 21:05:00.000000 UTC,2026-03-02 21:10:49.290259 UTC,2026-03-02 20:10:49.296614 UTC
Lublin,5.14,88,Clouds,few clouds,6.71,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:10:51.143121 UTC,2026-03-02 20:10:51.150394 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:10:52.917881 UTC,2026-03-02 20:10:52.923654 UTC
Warsaw,6.94,63,Clear,clear sky,2.06,2026-03-02 21:07:06.000000 UTC,2026-03-02 21:11:54.644069 UTC,2026-03-02 20:11:54.651106 UTC
Krakow,5.03,35,Clear,clear sky,1.54,2026-03-02 21:03:41.000000 UTC,2026-03-02 21:11:56.508487 UTC,2026-03-02 20:11:56.515914 UTC
Lodz,5.65,68,Clouds,scattered clouds,2.25,2026-03-02 21:05:26.000000 UTC,2026-03-02 21:11:58.339885 UTC,2026-03-02 20:11:58.348132 UTC
Wroclaw,7.03,72,Clouds,overcast clouds,2.24,2026-03-02 21:05:29.000000 UTC,2026-03-02 21:12:00.241652 UTC,2026-03-02 20:12:00.248961 UTC
Poznan,8.92,63,Clouds,scattered clouds,2.15,2026-03-02 21:03:26.000000 UTC,2026-03-02 21:12:02.042798 UTC,2026-03-02 20:12:02.050433 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.03,2026-03-02 21:05:05.000000 UTC,2026-03-02 21:12:03.814316 UTC,2026-03-02 20:12:03.822300 UTC
Szczecin,6.41,83,Clouds,overcast clouds,2.68,2026-03-02 21:05:01.000000 UTC,2026-03-02 21:12:05.553730 UTC,2026-03-02 20:12:05.559320 UTC
Bydgoszcz,5.19,82,Clear,clear sky,1.54,2026-03-02 21:05:00.000000 UTC,2026-03-02 21:12:07.398094 UTC,2026-03-02 20:12:07.404661 UTC
Lublin,5.14,88,Clouds,few clouds,6.71,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:12:09.208595 UTC,2026-03-02 20:12:09.216143 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:12:11.027742 UTC,2026-03-02 20:12:11.034952 UTC
Warsaw,6.94,63,Clear,clear sky,2.06,2026-03-02 21:07:06.000000 UTC,2026-03-02 21:13:12.924157 UTC,2026-03-02 20:13:12.932366 UTC
Krakow,5.03,35,Clear,clear sky,1.54,2026-03-02 21:03:41.000000 UTC,2026-03-02 21:13:14.992762 UTC,2026-03-02 20:13:15.000266 UTC
Lodz,5.65,68,Clouds,scattered clouds,2.25,2026-03-02 21:05:26.000000 UTC,2026-03-02 21:13:17.002078 UTC,2026-03-02 20:13:17.009433 UTC
Wroclaw,7.03,72,Clouds,overcast clouds,2.24,2026-03-02 21:05:29.000000 UTC,2026-03-02 21:13:19.037825 UTC,2026-03-02 20:13:19.045589 UTC
Poznan,8.92,63,Clouds,scattered clouds,2.15,2026-03-02 21:03:26.000000 UTC,2026-03-02 21:13:20.855250 UTC,2026-03-02 20:13:20.863260 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.03,2026-03-02 21:05:05.000000 UTC,2026-03-02 21:13:22.704250 UTC,2026-03-02 20:13:22.711729 UTC
Szczecin,6.41,83,Clouds,overcast clouds,2.68,2026-03-02 21:05:01.000000 UTC,2026-03-02 21:13:24.546911 UTC,2026-03-02 20:13:24.553696 UTC
Bydgoszcz,5.19,82,Clear,clear sky,1.54,2026-03-02 21:05:00.000000 UTC,2026-03-02 21:13:26.410054 UTC,2026-03-02 20:13:26.417148 UTC
Lublin,5.14,88,Clouds,few clouds,6.71,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:13:28.356381 UTC,2026-03-02 20:13:28.361498 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:13:30.130253 UTC,2026-03-02 20:13:30.137764 UTC
Warsaw,6.94,63,Clear,clear sky,2.06,2026-03-02 21:07:06.000000 UTC,2026-03-02 21:14:32.041142 UTC,2026-03-02 20:14:32.051302 UTC
Krakow,5.03,35,Clear,clear sky,1.54,2026-03-02 21:03:41.000000 UTC,2026-03-02 21:14:33.893721 UTC,2026-03-02 20:14:33.902633 UTC
Lodz,5.65,68,Clouds,scattered clouds,2.25,2026-03-02 21:05:26.000000 UTC,2026-03-02 21:14:35.769198 UTC,2026-03-02 20:14:35.777564 UTC
Wroclaw,7.03,72,Clouds,overcast clouds,2.24,2026-03-02 21:05:29.000000 UTC,2026-03-02 21:14:37.628519 UTC,2026-03-02 20:14:37.637548 UTC
Poznan,8.92,63,Clouds,scattered clouds,2.15,2026-03-02 21:03:26.000000 UTC,2026-03-02 21:14:39.523841 UTC,2026-03-02 20:14:39.532617 UTC
Gdansk,6.21,78,Clouds,broken clouds,1.03,2026-03-02 21:05:05.000000 UTC,2026-03-02 21:14:41.824539 UTC,2026-03-02 20:14:41.832630 UTC
Szczecin,6.41,83,Clouds,overcast clouds,2.68,2026-03-02 21:05:01.000000 UTC,2026-03-02 21:14:43.750786 UTC,2026-03-02 20:14:43.760507 UTC
Bydgoszcz,5.19,82,Clear,clear sky,1.54,2026-03-02 21:05:00.000000 UTC,2026-03-02 21:14:45.582747 UTC,2026-03-02 20:14:45.590590 UTC
Lublin,5.14,88,Clouds,few clouds,6.71,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:14:47.516756 UTC,2026-03-02 20:14:47.522106 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 21:05:02.000000 UTC,2026-03-02 21:14:49.439126 UTC,2026-03-02 20:14:49.445521 UTC
Warsaw,6.94,63,Clear,clear sky,2.06,2026-03-02 21:07:06.000000 UTC,2026-03-02 21:15:51.222239 UTC,2026-03-02 20:15:51.231377 UTC
Krakow,5.03,35,Clear,clear sky,1.54,2026-03-02 21:03:41.000000 UTC,2026-03-02 21:15:53.046919 UTC,2026-03-02 20:15:53.056026 UTC
